年度,学科／研究科,研究室,学籍番号,賞,氏名,要旨,題目
H28,情報科学科,米元研,,,,,文字認識のためのアーチ状文字領域の補正
H28,情報科学科,米元研,,,,,WebGLを用いたインテリアデザイナーの実装
H28,情報科学科,仲研,,,,,細胞内シグナル伝達系の反応機構が双安定性に及ぼす影響の解析
H28,情報科学科,石田健研,,,,,KSUエリア放送コンテンツの充実―TVMLを用いた映像の作成の試み―
H28,情報科学科,朝廣研,,,,,2007年度から2011年度までの貸与PCを用いたアルゴリズムの実装と実験
H28,情報科学科,澤田研,,,,,IoT教育のためのRaspberry Pi教材の検討
H28,情報科学科,朝廣研,,,,,2007年度と2008年度の貸与PCを用いたアルゴリズムの実装と実験
H28,情報科学科,澤田研,,,,,モデル計算機KERNELの更新のためのHDL記述の改善
H28,情報科学科,石田健研,,,,,FDTD法を用いた電磁波伝搬シミュレータの改良―実サイズに基づく電磁波環境の構築―
H28,情報科学科,稲永研,,,,,九州産業大学学友会書類申請Web管理システムの開発
H28,情報科学科,一ノ瀬研,,,,,Fortranによる要素自動分割プログラムのJavaへの変換
H28,情報科学科,安武研,,,,,LEGO Mindstorms EV3カラーセンサによる色識別
H28,情報科学科,稲永研,,,,,自治体向けコミュニティバス運行状況提供Webページの試作
H28,情報科学科,朝廣研,,,,,2007年度と2009年度貸与PCを用いたいくつかの問題に対するアルゴリズムの実装と実験
H28,情報科学科,田中研,,,,,女子学生の会「KSUGL」のための活性化支援システムの機能拡張
H28,情報科学科,朝廣研,,,,,貸与PCを用いた階乗問題に対するアルゴリズムの実装と実験
H28,情報科学科,下川研,,,,,電動ストレッチャー利用者に周囲の情報を伝える カメラシステムの開発
H28,情報科学科,澤田研,,,,,タイマ割込みを用いた硬貨返却教材のファーム ウェアの開発
H28,情報科学科,朝廣研,,,,,C言語とJava言語で実装したプログラムの処理時間の比較
H28,情報科学科,古井研,,,,,正規表現を用いたWikiページからの日程情報の抽出
H28,情報科学科,澤田研,,,,,モデル計算機KERNELの更新における通信機構の実装
H28,情報科学科,仲研,,,,,卒業論文管理用ウェブアプリケーションの試作
H28,情報科学科,朝廣研,,,,,Rubyプログラムによるラムゼー数に関する調査
H28,情報科学科,田中研,,,,,児童向けイベント実施に向けた赤村観光アプリケーションの改良
H28,情報科学科,成研,,,,,パターンを持つデータを生成可能なテストデータ自動生成システムの開発
H28,情報科学科,米元研,,,,,物体の切り出しと画像の修復が可能な画像合成ツールの開発
H28,情報科学科,合志研,,,,,安全運転管理教育システムASSISTにおける速度支援機能を持つ車載システムの開発
H28,情報科学科,朝廣研,,,,,中央値と順序統計量を求めるアルゴリズムの実験的評価
H28,情報科学科,安部研,,,,,成績不良者の履修登録を支援するための合否予測ツールの作成
H28,情報科学科,澤田研,,,,,NiosⅡプロセッサを用いたFPGA設計課題の検討
H28,情報科学科,合志研,,,,,安全運転管理教育システムASSISTにおける車載装置開発のための教材の開発
H28,情報科学科,合志研,,,,,Unityを用いた外部視点によるリプレイ機能を持つ一時停止教育用ドライビングシミュレータの開発
H28,情報科学科,一ノ瀬研,,,,,Kinectを用いたプライバシー保護機能の検討
H28,情報科学研究科,田中研,,,,◯,人工知能を用いた感情認識人型ロボットによる図書検索システムに関する研究
H28,情報科学研究科,安武研,,,,◯,位置座標と曲率を用いた2輪走行ロボットのライン間軌道制御
H28,情報科学研究科,田中研,,,,◯,車載ネットワーク向け不正アクセス検出システムに関する研究
H29,情報科学科,合志研,,,,,sakura.ioを用いて通信を行う安全運転状況取得のための車載装置の開発
H29,情報科学科,アプドゥハン研,,,,,クラウドコンピューティング教育のためのクラウドAPIの利用の研究
H29,情報科学科,米元研,,,,,ベジエ曲線群を用いたフォントの自動生成
H29,情報科学科,成研,,,,,適性検査に基づく研究室配属支援システムの開発
H29,情報科学科,石田健研,,,,,MathTeXを用いた微分積分教育教材の作成―微分積分の問題作成―
H29,情報科学科,石田健研,,,,,MathTeXを用いた線形代数教育教材の作成―連立一次方程式の問題作成―
H29,情報科学科,古井研,,,,,共同作業のきっかけをつくる友達の所在確認システム
H29,情報科学科,安部研,,,,,留年・退学者の早期予防のための機械学習を用いた予測・分析手法
H29,情報科学科,古井研,,,,,プレゼンテーションにおいて留意すべき事項に関する検討
H29,情報科学科,合志研,,,,,Monacaを用いた安全運転状況表示用スマートフォンアプリの開発
H29,情報科学科,仲研,,,,,株価を題材とした時系列データ予測の教育用コンテンツの作成
H29,情報科学科,安部研,,,,,再配送を考慮した配送計画による不在の影響と改善案の効果に関する検討
H29,情報科学科,アプドゥハン研,,,,,クラウドコンピューティング教育のためのクラウドインタフェースの改良
H29,情報科学科,仲研,,,,,Mathematicaによるゲームプログラミング教育用コンテンツの調査
H29,情報科学科,安部研,,,,,成績不良者の早期予防のための毎回の出席情報を用いた成績予測
H29,情報科学科,稲永研,,,,,地理情報システムソフトを用いたコミュニティバス路線図作成および運行改善のための視覚化と分析
H29,情報科学科,安武研,,,,,予測困難な環境変化に適応するためのライントレース安定化制御
H29,情報科学科,稲永研,,,,,アンケート調査AndroidアプリケーションASHIYA ver.5の開発
H29,情報科学科,田中研,,,,,赤村観光スマートフォンアプリのウォークラリー機能の改良と実地検証
H29,情報科学科,合志研,,,,,Unityを用いたMT運転技術練習用ドライビングシミュレータの開発
H29,情報科学科,田中研,,,,,感情認識ロボットを用いた音声対話図書館受付案内システムの開発
H29,情報科学科,石田健研,,,,,区間演算を用いた連立一次方程式の解法
H29,情報科学科,合志研,,,,,Unityを用いた住宅街での徐行運転学習用ドライビングシミュレータの開発
H29,情報科学科,田中研,,,,,拡張現実を用いたウォークラリースマートフォンアプリの開発とその評価
H29,情報科学科,成研,,,,,家庭向けSNSにおけるビジネス展開に関する研究開発
H29,情報科学科,石田健研,,,,,TVMLを用いた大学紹介動画の作成
H29,情報科学科,安部研,,,,,電力・ガス自由化を考慮した家庭におけるエネルギーコスト最小化方式
H29,情報科学科,安部研,,,,,修学支援を目的とした統計的手法による主要科目の分析
H29,情報科学科,成研,,,,,休暇を考慮したシフト管理システムの設計と開発
H29,情報科学科,下川研,,,,,在宅用歩行訓練ロホ゛ットの歩行訓練テ゛ータ管理システムの開発
H29,情報科学科,仲研,,,,,細胞内シグナル伝達系の双安定性解析の性能評価と高速化の試み
H29,情報科学科,合志研,,,,,Unityを用いた車間距離維持教育用ドライビングシミュレータの開発
H29,情報科学科,合志研,,,,,LoRaWANを用いて通信を行う安全運転状況取得のための車載装置の開発
H29,情報科学科,稲永研,,,,,バス運転手向け乗降客数計測AndroidアプリケーションSHINGU ver.2およびSHINGU miniの開発
H29,情報科学科,成研,,,,,学内向けクラウドソーシングシステムにおける不正依頼対策のための開発
H29,情報科学科,稲永研,,,,,データベースACEを用いた利用客向けコミュニティバスロケーションシステムの改良
H29,情報科学科,仲研,,,,,GenePoolの仮想空間への物理法則の実装
H29,情報科学科,稲永研,,,,,コミュニティバス運行管理支援システムにおける乗降客数調査データ解析Webページの作成
H29,情報科学科,合志研,,,,,Unityを用いた二段階停止教育用ドライビングシミュレータの開発
H29,情報科学科,仲研,,,,,3段階シグナル伝達系の制御関係が多安定性に及ぼす影響の網羅的解析
H29,情報科学科,仲研,,,,,卒業論文管理システムへの全文検索機能の実装
H29,情報科学科,稲永研,,,,,コミュニティバス運行管理支援システムにおけるアンケート収集データ解析Webページの作成
H29,情報科学科,朝廣研,,,,,2014年度の貸与PCを用いた電源プランと変数の型に関する実験 ―自然数の和問題と階乗問題に対するアルゴリズム―
